customer_id,segment,purchase_frequency,avg_order_value,first_purchase_date,last_purchase_date
CUST_000000,Medium,1.8016447211027025,106.86094772930136,,
CUST_000001,Low,1.5520095454655318,40.81535863397127,,
CUST_000002,Low,0.5289372059463072,39.307228199673425,,
CUST_000003,High-Value,6.081936937814341,174.18035253867805,,
CUST_000004,Medium,5.6774302367527865,13.59731357465155,,
CUST_000005,Medium,4.3722771685408945,53.80515523579797,,
CUST_000006,Low,8.97068633981283,16.33875786191929,,
CUST_000007,Medium,11.600564814261835,57.802535094689354,,
CUST_000008,Medium,3.781335243272059,86.14896756509489,,
CUST_000009,Low,5.010646845334479,29.703067531994503,,
CUST_000010,Medium,4.119384123882862,68.3505590639923,,
CUST_000011,Low,12.643975737354003,15.62187396250221,,
CUST_000012,Low,1.5728544771130122,2.1716159607866556,,
CUST_000013,Low,9.38071559837034,61.06578804779991,,
CUST_000014,Medium,3.7100934375233203,42.65140950570729,,
CUST_000015,Low,8.585111123326085,37.1007949684155,,
CUST_000016,Low,22.166605412942857,32.16966772429505,,
CUST_000017,Low,2.8371322575532663,27.3274481254945,,
CUST_000018,Low,0.8584164156887679,109.2257506372284,,
CUST_000019,Low,2.971426217673546,17.68157479358909,,
CUST_000020,Medium,9.723677819978025,77.35348276571217,,
CUST_000021,Low,0.8852334809900573,26.680908310477417,,
CUST_000022,Low,6.9283666402593616,37.60348922182346,,
CUST_000023,Medium,14.813800065903418,207.96735231001463,,
CUST_000024,Low,3.825842348682324,50.63501818319651,,
CUST_000025,Low,0.5168413812728979,71.5368229423948,,
CUST_000026,Medium,1.5281406709522962,47.455346406804445,,
CUST_000027,Low,0.7311931814329293,79.0585170415004,,
CUST_000028,High-Value,5.101101846958398,415.22201315741387,,
CUST_000029,Low,3.076656692801409,24.597820107554785,,
CUST_000030,Medium,7.537695830657573,94.71147040123779,,
CUST_000031,Low,15.637304304669232,33.14773167716421,,
CUST_000032,Medium,7.946199624402533,96.44959635428843,,
CUST_000033,Medium,1.8982037368248879,30.06166611237677,,
CUST_000034,Low,7.830590819734765,32.67667820749168,,
CUST_000035,Low,9.714789002234568,43.382113357362336,,
CUST_000036,Low,4.845233734312405,96.44446005828756,,
CUST_000037,Low,8.377691218856302,42.39866133440558,,
CUST_000038,Low,1.219004716007061,21.534473579086097,,
CUST_000039,Medium,10.90003650471816,102.92520970221844,,
CUST_000040,High-Value,13.350187223867223,323.5907788766197,,
CUST_000041,Medium,3.538588583157275,47.167408301701364,,
CUST_000042,High-Value,10.29251845417344,229.73867505174837,,
CUST_000043,Low,7.090187623457548,47.36791209485225,,
CUST_000044,Low,3.753542417025914,31.409691956474582,,
CUST_000045,Medium,4.039799097028617,13.326711716175792,,
CUST_000046,High-Value,6.330412063599092,255.18292548929682,,
CUST_000047,Low,8.676992584078251,59.46487213968822,,
CUST_000048,Medium,8.605620120318886,50.55802607241525,,
CUST_000049,Medium,6.05386662213537,132.4310811448756,,
CUST_000050,Low,0.6393183275242202,44.845667103196256,,
CUST_000051,Low,6.587246112474761,36.99004691916428,,
CUST_000052,Low,1.1460972000022842,26.360028274723494,,
CUST_000053,Low,3.497158862984314,9.29564791477533,,
CUST_000054,Low,0.5282169124014615,41.35069260146,,
CUST_000055,Low,3.5090713273984884,45.36512567924214,,
CUST_000056,Low,1.2343561337012336,92.62766627900773,,
CUST_000057,Low,0.19713383971225262,85.40073049975996,,
CUST_000058,Medium,1.066209118496325,45.3564662760439,,
CUST_000059,Low,19.047757748134522,48.922016099246875,,
CUST_000060,Low,1.9682373317568396,20.67374010645281,,
CUST_000061,High-Value,5.684864424286989,537.7593576189253,,
CUST_000062,Medium,4.799843152205273,128.77721615748186,,
CUST_000063,Low,5.313443389822275,31.15430088511985,,
CUST_000064,Low,5.204764398759,28.8738315127818,,
CUST_000065,Low,9.327122291754533,67.25345982509285,,
CUST_000066,Low,0.1249622959499163,38.752665482504625,,
CUST_000067,Medium,5.108734215330047,28.400914402276797,,
CUST_000068,Medium,2.823622406902219,69.82364239768648,,
CUST_000069,Low,5.862332301589898,102.65875934517055,,
CUST_000070,Low,1.5296187106764447,31.27458188782519,,
CUST_000071,Medium,1.9669530324038806,76.41439832854795,,
CUST_000072,Low,0.41286365440515305,66.01486727968654,,
CUST_000073,Medium,9.036056170875892,91.68790214609416,,
CUST_000074,Medium,3.5788618973168536,61.325062203465414,,
CUST_000075,Medium,4.016800530296867,136.41113957992343,,
CUST_000076,Low,0.6574480737139683,19.176804287657106,,
CUST_000077,Low,4.806740559160639,27.53010989694596,,
CUST_000078,Low,1.6112514064381083,15.545940697988875,,
CUST_000079,Low,3.576354342069115,30.35514906088331,,
CUST_000080,Low,1.3312068246012567,7.853147094346154,,
CUST_000081,Low,7.4643894515707485,33.832017071473004,,
CUST_000082,Low,0.387143016105988,98.85158902802362,,
CUST_000083,Low,4.474560288472519,140.1344950890161,,
CUST_000084,Low,3.5584830354077486,67.64053093197928,,
CUST_000085,Medium,3.521462887698096,117.67344988447367,,
CUST_000086,Low,7.284116850005611,22.739846961150718,,
CUST_000087,Low,10.388824954585225,78.1236465816674,,
CUST_000088,Medium,18.446126490419,167.62673527113256,,
CUST_000089,High-Value,5.264236595513852,189.30720036288218,,
CUST_000090,Low,22.70496001864696,23.478432669386343,,
CUST_000091,Medium,9.400383439635995,27.324484668213756,,
CUST_000092,Medium,2.0920522919253663,75.39614421988342,,
CUST_000093,Medium,2.001337617682471,101.3428884969427,,
CUST_000094,Low,2.560051907167484,77.29205313053416,,
CUST_000095,Low,13.830156975137172,17.91319377583124,,
CUST_000096,Medium,9.425582683545251,123.16538940810989,,
CUST_000097,Low,4.801505276836454,12.716865745911786,,
CUST_000098,Medium,1.396391333072006,38.37577864916672,,
CUST_000099,Low,16.50963262421177,26.623928756849104,,
CUST_000100,Low,5.235829519188809,32.56046694055125,,
CUST_000101,Low,9.97582246091444,36.46345213914466,,
CUST_000102,Low,0.5185722731095435,22.744701157649068,,
CUST_000103,Low,1.6041274547986826,12.110614235015895,,
CUST_000104,Medium,9.440457512483825,28.71810489814663,,
CUST_000105,Low,1.1831099333393131,5.863566512395606,,
CUST_000106,Low,5.559621512908225,86.06568667422002,,
CUST_000107,Low,10.087971557819962,28.17305236906886,,
CUST_000108,Low,3.4888137091542064,79.43846133226779,,
CUST_000109,Low,1.878375233010737,14.188559267407912,,
CUST_000110,High-Value,5.6577456558266395,202.44707134348258,,
CUST_000111,High-Value,4.518967486880575,134.11181912960848,,
CUST_000112,Low,0.9039845461455465,7.728845841094816,,
CUST_000113,Low,2.5707558819015928,70.7929928865616,,
CUST_000114,High-Value,3.5473897074218925,393.67724015561953,,
CUST_000115,High-Value,3.3523770447849714,146.85086700224355,,
CUST_000116,Low,9.357385292759327,58.65338006303641,,
CUST_000117,Medium,4.4027516620468665,137.16681858134552,,
CUST_000118,Low,0.5915652728896544,13.81967133794788,,
CUST_000119,Medium,18.57638828452948,133.51606895395147,,
CUST_000120,Low,10.688334262440577,39.00387517785675,,
CUST_000121,Low,3.5862785069074583,14.257343889336711,,
CUST_000122,Low,2.500124998827687,80.91995150791313,,
CUST_000123,Low,0.1745917275304461,52.34456725461763,,
CUST_000124,Medium,12.939255120595373,43.510301108105004,,
CUST_000125,Low,7.969937131564824,62.61595765607218,,
CUST_000126,High-Value,6.17759346515405,447.2588840895324,,
CUST_000127,Medium,2.8375238704805317,133.58971061059384,,
CUST_000128,Low,8.984877601938354,8.689220118449406,,
CUST_000129,Low,0.19225296286207674,31.076477279707312,,
CUST_000130,Low,0.3715529052948531,30.336963422040533,,
CUST_000131,High-Value,4.417886723747695,276.71553825864305,,
CUST_000132,Low,4.094552533467898,6.447649443094143,,
CUST_000133,Low,3.791109424278198,62.141672165800614,,
CUST_000134,Medium,4.371703249690035,114.83903344832108,,
CUST_000135,High-Value,1.8576412166883602,373.94986612147164,,
CUST_000136,Low,1.8399910040544487,11.980316292897298,,
CUST_000137,Low,1.818370246583101,45.80854126086214,,
CUST_000138,Low,5.318721663630443,117.24626124930725,,
CUST_000139,Low,16.545359419484335,49.38869077912389,,
CUST_000140,Medium,1.6808034718349414,39.34444105274662,,
CUST_000141,Medium,5.599851515250952,27.58603986993692,,
CUST_000142,Medium,10.622570884726024,96.52929088832485,,
CUST_000143,Low,4.134308285727911,19.70221273201671,,
CUST_000144,Low,0.41980702247283375,60.04564963822382,,
CUST_000145,Low,23.42252666925592,96.33443345596126,,
CUST_000146,Low,12.787206700140302,13.648097351445347,,
CUST_000147,Low,2.441198942716087,15.740550806413882,,
CUST_000148,Low,1.49237254084785,20.04581642048782,,
CUST_000149,Low,0.078259969563996,58.85382208262654,,
CUST_000150,Medium,3.26797449116546,83.8276902078127,,
CUST_000151,Low,6.368884625831481,37.73131130954427,,
CUST_000152,Low,3.8475405047613798,50.55402836312772,,
CUST_000153,Medium,5.64147584061383,160.37976411368723,,
CUST_000154,High-Value,2.129790601188052,362.49935189631265,,
CUST_000155,Low,0.7602679777918844,15.037616668286347,,
CUST_000156,Low,7.277973943187161,11.505575604451488,,
CUST_000157,Low,0.26833416523380704,24.762274123165735,,
CUST_000158,Low,6.838812133377443,40.941127488323026,,
CUST_000159,Low,0.4101362616742004,18.346778250807766,,
CUST_000160,Low,5.844005661754253,8.673303607631075,,
CUST_000161,Low,0.4871777852577238,22.52932560717838,,
CUST_000162,High-Value,6.137607318363932,443.5188154794841,,
CUST_000163,High-Value,9.430189022679551,164.90177255280082,,
CUST_000164,Low,3.5931012570442133,39.60820163065404,,
CUST_000165,High-Value,16.131423008729854,176.9897561127733,,
CUST_000166,Low,4.09899789217623,34.71336037355944,,
CUST_000167,Medium,4.2780682992678,62.57558768078646,,
CUST_000168,Low,0.14569211980836425,34.63069281820341,,
CUST_000169,Low,0.5189031480333154,17.910175056631992,,
CUST_000170,Low,0.3876513200751055,23.39095870183445,,
CUST_000171,Low,2.7552124831991467,1.7736009046330596,,
CUST_000172,Low,9.82296039481114,8.429748870908854,,
CUST_000173,Low,0.0871840621680958,22.409426569051355,,
CUST_000174,High-Value,2.607572269717552,397.76749691541784,,
CUST_000175,Low,2.8130694135490413,19.358634940509855,,
CUST_000176,Low,0.34229948549713696,46.72171805998062,,
CUST_000177,Medium,14.787540298425792,95.41735467094864,,
CUST_000178,Low,3.3936330373529504,14.404891386905014,,
CUST_000179,Low,6.92708859773269,51.895070561291625,,
CUST_000180,Medium,6.745422929970444,50.62774776809592,,
CUST_000181,Medium,16.038027486813,103.47274625719866,,
CUST_000182,High-Value,3.644315714766149,194.00338487015588,,
CUST_000183,Medium,5.157336210649687,133.77659324964213,,
CUST_000184,Low,1.0056446719557672,16.801237229209736,,
CUST_000185,Low,7.740289091175154,17.360919273526832,,
CUST_000186,Low,6.637713577066004,45.48239014678424,,
CUST_000187,Low,6.11005522669815,127.05357752027653,,
CUST_000188,Low,3.5775932669663684,33.90397598645288,,
CUST_000189,Low,0.27481414470039833,8.60360034279516,,
CUST_000190,High-Value,4.147595067347123,195.62213910516283,,
CUST_000191,Low,10.085447005115606,71.66786783543814,,
CUST_000192,Medium,5.837690612220862,35.179353249784334,,
CUST_000193,Low,5.4147026467662,38.40419905479953,,
CUST_000194,Low,1.3339013198403258,56.45921747452678,,
CUST_000195,Low,12.836888802216341,16.218064444422005,,
CUST_000196,Medium,3.9144019930053915,100.6168311411482,,
CUST_000197,Medium,1.4621229031321108,38.14385433100839,,
CUST_000198,Low,6.631705878704653,35.14471285444819,,
CUST_000199,Low,1.696684619291795,35.935725554298514,,
CUST_000200,Low,1.3522711227026887,22.82355098318562,,
CUST_000201,Low,26.98126479484702,36.07193426465087,,
CUST_000202,Medium,13.201295132649339,61.904951760231484,,
CUST_000203,Low,1.4702125117956875,27.451743625707397,,
CUST_000204,Low,2.230953639587466,22.48225689638444,,
CUST_000205,Medium,7.857542393130698,60.918184038013315,,
CUST_000206,Low,2.9693070035189377,65.71510396507495,,
CUST_000207,Low,10.902977848497057,17.130461101883192,,
CUST_000208,Low,9.823681612046446,83.16917049783851,,
CUST_000209,Low,4.485844407660369,37.36250375006639,,
CUST_000210,Low,21.601266351171535,27.298714441621904,,
CUST_000211,Low,2.1969775390298354,55.11122222203827,,
CUST_000212,Medium,2.8530454469171787,43.72780220739417,,
CUST_000213,Low,4.09383507307888,8.035793332865282,,
CUST_000214,Medium,8.722836230971826,49.854364666310616,,
CUST_000215,Medium,9.296330828142553,138.5929628473616,,
CUST_000216,Low,4.25915547732694,53.979235146679805,,
CUST_000217,Medium,11.799904194562458,49.32508193453796,,
CUST_000218,Low,7.1305505784870595,22.52845361100097,,
CUST_000219,Medium,21.217643716591553,204.52557473065215,,
CUST_000220,Medium,13.265522982828996,61.81026961189889,,
CUST_000221,Low,5.497737600952886,24.523805151858483,,
CUST_000222,Low,0.29703096310803856,61.057612457092574,,
CUST_000223,Low,3.0805568175160456,16.42779349015594,,
CUST_000224,Low,0.14493386046934767,84.50566583942464,,
CUST_000225,Low,1.3891573102463322,172.3357268235733,,
CUST_000226,High-Value,13.57186154476559,304.7698702476474,,
CUST_000227,Low,7.841944404600852,136.67236933666413,,
CUST_000228,Low,4.934363536328746,3.129369579047794,,
CUST_000229,Low,1.0511931852669163,44.32939222102167,,
CUST_000230,Medium,2.512877097219423,103.71814065604494,,
CUST_000231,Low,4.609587384616731,68.24141162477096,,
CUST_000232,Low,1.720545894596681,8.579581847748646,,
CUST_000233,Low,0.8830261231826504,56.7247983442254,,
CUST_000234,Low,3.9860585685207,52.53499603329701,,
CUST_000235,Low,12.646751536368772,52.09902686603619,,
CUST_000236,Medium,8.284678263288857,34.47924454097009,,
CUST_000237,Low,4.011216689023881,96.6866162131875,,
CUST_000238,Low,1.337619904323157,47.40006526350676,,
CUST_000239,High-Value,6.221659701345217,395.43182518086326,,
CUST_000240,High-Value,5.807158638536295,144.33352300624006,,
CUST_000241,Medium,1.6106842331584983,94.27695937913207,,
CUST_000242,Medium,23.450182834029377,60.98386951368936,,
CUST_000243,Medium,3.432392855852472,166.21559045378282,,
CUST_000244,Low,0.20336590656165085,37.58524402741091,,
CUST_000245,Low,1.7115931163049871,15.089796141138779,,
CUST_000246,High-Value,4.192931501044127,207.7672008978687,,
CUST_000247,Low,12.380646710727397,18.546513842393935,,
CUST_000248,Low,4.157040076871596,19.807195609715738,,
CUST_000249,Low,5.764086170516073,38.641598837792294,,
CUST_000250,Low,2.19991096279231,135.23496409609174,,
CUST_000251,Low,6.396231535727653,99.63055822904317,,
CUST_000252,Medium,1.7397231246936626,82.21488938083772,,
CUST_000253,Low,42.80262222426876,41.19867696258061,,
CUST_000254,Low,8.181252980071728,24.86094705798469,,
CUST_000255,Low,1.4966221594560458,27.284180610281147,,
CUST_000256,Medium,5.749336156054728,157.37193672753094,,
CUST_000257,Low,0.061808437227139,135.02829582246252,,
CUST_000258,Low,3.5101386844410847,39.49951707586505,,
CUST_000259,Low,5.585244633816314,4.691163056959116,,
CUST_000260,Low,8.10907042810528,43.90932982126908,,
CUST_000261,Medium,0.1599936171316802,86.98675406964585,,
CUST_000262,Low,0.682425864347749,32.96196126983779,,
CUST_000263,Low,10.371644564616693,97.85522674266629,,
CUST_000264,Medium,6.703213261603366,161.10745864000168,,
CUST_000265,Low,0.9369607682768334,85.09567787173575,,
CUST_000266,Low,2.958710677052788,19.618831300637673,,
CUST_000267,High-Value,11.371022499566497,378.7162504027205,,
CUST_000268,Medium,14.999693830293854,103.0856628060505,,
CUST_000269,Medium,10.307886839756025,51.8544642315942,,
CUST_000270,Low,4.520713424580617,26.716001695479463,,
CUST_000271,Medium,24.87030653197813,30.05436641388527,,
CUST_000272,Medium,1.7759729672108109,130.55006711955392,,
CUST_000273,Medium,3.6581481704326997,76.5029546158768,,
CUST_000274,Low,1.8914751260696123,50.83998199276935,,
CUST_000275,Low,2.303596373309417,23.42570444165907,,
CUST_000276,High-Value,4.289028941328526,245.2705076999846,,
CUST_000277,Low,3.9207531055456526,31.572803237237466,,
CUST_000278,Low,8.960049406017154,59.58089156004402,,
CUST_000279,Medium,6.225782651154763,36.43953721074192,,
CUST_000280,Low,9.064808591671534,6.229059107320939,,
CUST_000281,Low,2.1931711330827097,33.696009561158895,,
CUST_000282,Low,1.43166492017468,31.496266861497787,,
CUST_000283,Medium,1.1163152073269342,41.63201653680936,,
CUST_000284,Low,1.4538969600844167,32.315318881193406,,
CUST_000285,Low,6.434126293166313,37.95168947446784,,
CUST_000286,Medium,1.0247849512311016,91.23639729583056,,
CUST_000287,Medium,17.13506130900913,110.03668284737263,,
CUST_000288,Medium,7.340629784670879,23.726583077413377,,
CUST_000289,Low,6.321568576526023,94.78285966007732,,
CUST_000290,High-Value,2.7604931739216862,236.29722541017819,,
CUST_000291,Low,6.5267968770439735,53.97077832373309,,
CUST_000292,Low,1.9480844950381206,19.538462352900236,,
CUST_000293,Low,1.016687838782919,40.375653127387956,,
CUST_000294,Medium,6.929384025525814,58.62837293108456,,
CUST_000295,Low,1.2850726798603498,25.46987972921139,,
CUST_000296,Low,2.5137848940330825,50.915072726683626,,
CUST_000297,Medium,2.0054311666532048,82.76135423817409,,
CUST_000298,Low,3.928182506419948,20.557103886898677,,
CUST_000299,Medium,2.4369160602735964,51.00501283983212,,
CUST_000300,Low,6.507495304585938,30.961262075001642,,
CUST_000301,Medium,22.272403752180537,60.06624272392315,,
CUST_000302,High-Value,5.736761581597248,314.9209517915922,,
CUST_000303,High-Value,6.90941822448872,260.48030689234355,,
CUST_000304,Low,0.011907174901237027,40.45992132190634,,
CUST_000305,Low,2.774192994978799,15.639281956471827,,
CUST_000306,Medium,4.782098691359546,132.8996451936247,,
CUST_000307,Low,5.5766873753054025,26.723991832929855,,
CUST_000308,High-Value,4.1370253473876835,256.7482578250813,,
CUST_000309,Medium,4.221560831582201,99.3145981891312,,
CUST_000310,Low,4.465747412501901,18.048028221342204,,
CUST_000311,Low,1.015349233723489,104.22607625816437,,
CUST_000312,Low,4.275113918411238,42.080916978374496,,
CUST_000313,Low,1.1034450195749652,40.264841735601856,,
CUST_000314,Low,2.021277029193709,27.75579775016602,,
CUST_000315,Low,2.4004702277847643,46.59717084092769,,
CUST_000316,High-Value,4.608270581106675,291.06052290440607,,
CUST_000317,Low,2.6956012349527256,20.08148197124406,,
CUST_000318,Medium,2.22739182951073,36.514752056241015,,
CUST_000319,Low,15.160361493435953,51.1550539388992,,
CUST_000320,Medium,2.6469785964816896,66.78431729295943,,
CUST_000321,Low,6.462379859090428,26.294454693824385,,
CUST_000322,Low,1.4876506230570916,19.64984392820046,,
CUST_000323,Low,2.3147257558758834,46.64794320628788,,
CUST_000324,Low,13.037568805988016,54.96595046025911,,
CUST_000325,Medium,5.818088148485963,121.18249692804896,,
CUST_000326,Low,3.0235094831180174,29.673876400140152,,
CUST_000327,Medium,1.45639484897667,49.54811895353377,,
CUST_000328,Low,10.354958162647645,16.769300923201918,,
CUST_000329,Low,6.934433385925402,103.95831455525791,,
CUST_000330,Low,6.091399831950943,56.63308438462699,,
CUST_000331,High-Value,6.088708790596598,186.28928422883115,,
CUST_000332,Medium,1.4096939074825277,94.60868900059172,,
CUST_000333,Low,0.8146181961240022,32.855135917312865,,
CUST_000334,Medium,2.3881551376090506,127.18816824108802,,
CUST_000335,Medium,5.160120364509485,174.94938080009504,,
CUST_000336,Medium,9.255528705234205,28.43375536187616,,
CUST_000337,High-Value,3.8630760485863247,282.7798810032419,,
CUST_000338,Low,1.246826170122364,15.873924309569418,,
CUST_000339,High-Value,3.6429169752373185,286.452858459765,,
CUST_000340,Medium,0.6965034382567529,92.66961032487,,
CUST_000341,Low,7.04473232211964,43.80321747367856,,
CUST_000342,Medium,4.854734689425587,86.87499348238875,,
CUST_000343,Low,8.371449449100778,13.886815113176974,,
CUST_000344,High-Value,8.322666355761982,159.5163508715744,,
CUST_000345,Medium,6.352589491202466,171.7831482788829,,
CUST_000346,High-Value,1.5157481441707352,320.4786747814468,,
CUST_000347,Medium,1.9553286364719662,97.72490085160241,,
CUST_000348,High-Value,5.133352352713737,236.81790059922147,,
CUST_000349,Low,1.313795752543291,19.65351112539464,,
CUST_000350,Medium,2.257224654536484,36.738766082884034,,
CUST_000351,Low,4.900527232635988,33.473475266918186,,
CUST_000352,Low,8.448450730326595,16.956864003003517,,
CUST_000353,Low,1.8312994171727106,69.9958146065533,,
CUST_000354,Medium,9.689422251301947,61.18510555862361,,
CUST_000355,Low,0.8536633265116511,21.603779783204526,,
CUST_000356,High-Value,10.957723395388207,233.9652625820115,,
CUST_000357,High-Value,14.565446485976484,210.7481550454853,,
CUST_000358,Medium,2.7567850934069122,53.522805591816386,,
